=== mathematical_logic/task_5 seed=0 ===
step   1 tile=(1, 1) engpos=(16.0, 16.0) detpx=(16, 16) keys=0 facing=down action=DOWN events=[] monster=None
step 138 tile=(2, 7) engpos=(38.0, 112.0) detpx=(38, 112) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 139 tile=(2, 7) engpos=(39.0, 112.0) detpx=(39, 112) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 140 tile=(3, 7) engpos=(40.0, 112.0) detpx=(40, 112) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 141 tile=(3, 7) engpos=(41.0, 112.0) detpx=(41, 112) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 142 tile=(3, 7) engpos=(42.0, 112.0) detpx=(42, 112) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 143 tile=(3, 7) engpos=(43.0, 112.0) detpx=(43, 112) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 144 tile=(3, 7) engpos=(44.0, 112.0) detpx=(44, 112) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 145 tile=(3, 7) engpos=(45.0, 112.0) detpx=(45, 112) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 146 tile=(3, 7) engpos=(46.0, 112.0) detpx=(46, 112) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 147 tile=(3, 7) engpos=(47.0, 112.0) detpx=(47, 112) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 148 tile=(3, 7) engpos=(48.0, 112.0) detpx=(48, 112) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 149 tile=(3, 7) engpos=(49.0, 112.0) detpx=(49, 112) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 150 tile=(3, 7) engpos=(50.0, 112.0) detpx=(50, 112) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 151 tile=(3, 7) engpos=(51.0, 112.0) detpx=(51, 112) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 152 tile=(3, 7) engpos=(52.0, 112.0) detpx=(52, 112) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 153 tile=(3, 7) engpos=(53.0, 112.0) detpx=(53, 112) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 154 tile=(3, 7) engpos=(54.0, 112.0) detpx=(54, 112) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 155 tile=(3, 7) engpos=(55.0, 112.0) detpx=(55, 112) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 156 tile=(4, 7) engpos=(56.0, 112.0) detpx=(56, 112) keys=0 facing=down action=DOWN events=['move_right'] monster=None
step 157 tile=(4, 1) engpos=(64.0, 16.0) detpx=(64, 16) keys=0 facing=right action=RIGHT events=['action_blocked', 'exit_reached', 'room_changed'] monster=None
step 158 tile=(4, 1) engpos=(65.0, 16.0) detpx=(65, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 159 tile=(4, 1) engpos=(66.0, 16.0) detpx=(66, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 160 tile=(4, 1) engpos=(67.0, 16.0) detpx=(67, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 161 tile=(4, 1) engpos=(68.0, 16.0) detpx=(68, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 162 tile=(4, 1) engpos=(69.0, 16.0) detpx=(69, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 163 tile=(4, 1) engpos=(70.0, 16.0) detpx=(70, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 164 tile=(4, 1) engpos=(71.0, 16.0) detpx=(71, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 165 tile=(5, 1) engpos=(72.0, 16.0) detpx=(72, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 166 tile=(5, 1) engpos=(73.0, 16.0) detpx=(73, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 167 tile=(5, 1) engpos=(74.0, 16.0) detpx=(74, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 168 tile=(5, 1) engpos=(75.0, 16.0) detpx=(75, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 169 tile=(5, 1) engpos=(76.0, 16.0) detpx=(76, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 170 tile=(5, 1) engpos=(77.0, 16.0) detpx=(77, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 171 tile=(5, 1) engpos=(78.0, 16.0) detpx=(78, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 172 tile=(5, 1) engpos=(79.0, 16.0) detpx=(79, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 173 tile=(5, 1) engpos=(80.0, 16.0) detpx=(80, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 174 tile=(5, 1) engpos=(81.0, 16.0) detpx=(81, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 175 tile=(5, 1) engpos=(82.0, 16.0) detpx=(82, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 176 tile=(5, 1) engpos=(83.0, 16.0) detpx=(83, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 177 tile=(5, 1) engpos=(84.0, 16.0) detpx=(84, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 178 tile=(5, 1) engpos=(85.0, 16.0) detpx=(85, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 179 tile=(5, 1) engpos=(86.0, 16.0) detpx=(86, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 180 tile=(5, 1) engpos=(87.0, 16.0) detpx=(87, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 181 tile=(6, 1) engpos=(88.0, 16.0) detpx=(88, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 182 tile=(6, 1) engpos=(89.0, 16.0) detpx=(89, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 183 tile=(6, 1) engpos=(90.0, 16.0) detpx=(90, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 184 tile=(6, 1) engpos=(91.0, 16.0) detpx=(91, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 185 tile=(6, 1) engpos=(92.0, 16.0) detpx=(92, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 186 tile=(6, 1) engpos=(93.0, 16.0) detpx=(93, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 187 tile=(6, 1) engpos=(94.0, 16.0) detpx=(94, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 188 tile=(6, 1) engpos=(95.0, 16.0) detpx=(95, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 189 tile=(6, 1) engpos=(96.0, 16.0) detpx=(96, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 190 tile=(6, 1) engpos=(97.0, 16.0) detpx=(97, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 191 tile=(6, 1) engpos=(98.0, 16.0) detpx=(98, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 192 tile=(6, 1) engpos=(99.0, 16.0) detpx=(99, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 193 tile=(6, 1) engpos=(100.0, 16.0) detpx=(100, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 194 tile=(6, 1) engpos=(101.0, 16.0) detpx=(101, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 195 tile=(6, 1) engpos=(102.0, 16.0) detpx=(102, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 196 tile=(6, 1) engpos=(103.0, 16.0) detpx=(103, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 197 tile=(7, 1) engpos=(104.0, 16.0) detpx=(104, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 198 tile=(7, 1) engpos=(105.0, 16.0) detpx=(105, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 199 tile=(7, 1) engpos=(106.0, 16.0) detpx=(106, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 200 tile=(7, 1) engpos=(107.0, 16.0) detpx=(107, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 201 tile=(7, 1) engpos=(108.0, 16.0) detpx=(108, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 202 tile=(7, 1) engpos=(109.0, 16.0) detpx=(109, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 203 tile=(7, 1) engpos=(110.0, 16.0) detpx=(110, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 204 tile=(7, 1) engpos=(111.0, 16.0) detpx=(111, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 205 tile=(7, 1) engpos=(112.0, 16.0) detpx=(112, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 206 tile=(7, 1) engpos=(113.0, 16.0) detpx=(113, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
step 207 tile=(7, 1) engpos=(114.0, 16.0) detpx=(114, 16) keys=0 facing=right action=RIGHT events=['move_right'] monster=None
